"store_id","payment_date","payment_amt","payment_running_total"
1,"2007-04-08 09:09:32.996577","9.99","18542.57"
1,"2007-04-08 09:22:45.996577","4.99","18547.56"
1,"2007-04-08 09:31:55.996577","5.99","18553.55"
1,"2007-04-08 09:32:28.996577","1.99","18555.54"
1,"2007-04-08 09:33:19.996577","0.99","18556.53"
1,"2007-04-08 09:35:32.996577","2.99","18559.52"
1,"2007-04-08 09:36:02.996577","6.99","18566.51"
1,"2007-04-08 09:47:40.996577","2.99","18569.50"
1,"2007-04-08 09:47:57.996577","0.99","18570.49"
1,"2007-04-08 10:05:22.996577","0.99","18571.48"
1,"2007-04-08 10:13:22.996577","2.99","18574.47"
1,"2007-04-08 10:19:04.996577","2.99","18577.46"
1,"2007-04-08 10:25:54.996577","4.99","18582.45"
1,"2007-04-08 10:33:19.996577","2.99","18585.44"
1,"2007-04-08 10:41:14.996577","6.99","18592.43"
1,"2007-04-08 10:44:03.996577","0.99","18593.42"
1,"2007-04-08 10:47:17.996577","0.99","18594.41"
1,"2007-04-08 10:51:09.996577","4.99","18599.40"
1,"2007-04-08 11:00:34.996577","6.99","18606.39"
1,"2007-04-08 11:03:00.996577","0.99","18607.38"
1,"2007-04-08 11:07:57.996577","7.99","18615.37"
1,"2007-04-08 11:15:37.996577","4.99","18620.36"
1,"2007-04-08 11:19:20.996577","6.99","18627.35"
1,"2007-04-08 11:28:06.996577","4.99","18632.34"
1,"2007-04-08 11:36:44.996577","0.99","18633.33"
1,"2007-04-08 11:40:33.996577","2.99","18636.32"
1,"2007-04-08 11:40:38.996577","0.99","18637.31"
1,"2007-04-08 11:40:53.996577","0.99","18638.30"
1,"2007-04-08 12:03:49.996577","0.99","18639.29"
1,"2007-04-08 12:11:02.996577","2.99","18642.28"
1,"2007-04-08 12:16:21.996577","2.99","18645.27"
1,"2007-04-08 12:43:46.996577","5.99","18651.26"
1,"2007-04-08 12:48:27.996577","0.99","18652.25"
1,"2007-04-08 12:52:26.996577","1.99","18654.24"
1,"2007-04-08 13:05:17.996577","0.99","18655.23"
1,"2007-04-08 13:07:48.996577","7.99","18663.22"
1,"2007-04-08 13:16:33.996577","0.99","18664.21"
1,"2007-04-08 13:25:58.996577","0.99","18665.20"
1,"2007-04-08 13:29:51.996577","8.99","18674.19"
1,"2007-04-08 13:44:30.996577","3.99","18678.18"
1,"2007-04-08 13:47:19.996577","2.99","18681.17"
1,"2007-04-08 13:56:46.996577","4.99","18686.16"
1,"2007-04-08 13:58:12.996577","2.99","18689.15"
1,"2007-04-08 14:09:37.996577","7.99","18697.14"
1,"2007-04-08 14:10:54.996577","3.99","18701.13"
1,"2007-04-08 14:35:17.996577","1.99","18703.12"
1,"2007-04-08 14:37:17.996577","4.99","18708.11"
1,"2007-04-08 14:37:50.996577","3.99","18712.10"
1,"2007-04-08 14:41:31.996577","7.99","18720.09"
1,"2007-04-08 14:46:01.996577","4.99","18725.08"
1,"2007-04-08 14:50:27.996577","4.99","18730.07"
1,"2007-04-08 14:58:27.996577","3.99","18734.06"
1,"2007-04-08 14:58:37.996577","8.99","18743.05"
1,"2007-04-08 15:04:10.996577","1.99","18745.04"
1,"2007-04-08 15:07:31.996577","2.99","18748.03"
1,"2007-04-08 15:17:53.996577","0.99","18749.02"
1,"2007-04-08 15:20:02.996577","2.99","18752.01"
1,"2007-04-08 15:23:43.996577","4.99","18757.00"
1,"2007-04-08 15:30:14.996577","8.99","18765.99"
1,"2007-04-08 15:31:48.996577","2.99","18768.98"
1,"2007-04-08 15:38:22.996577","4.99","18773.97"
1,"2007-04-08 15:39:35.996577","4.99","18778.96"
1,"2007-04-08 15:41:17.996577","8.99","18787.95"
1,"2007-04-08 15:42:40.996577","0.99","18788.94"
1,"2007-04-08 15:53:49.996577","5.99","18794.93"
1,"2007-04-08 15:56:34.996577","4.99","18799.92"
1,"2007-04-08 16:06:05.996577","7.99","18807.91"
1,"2007-04-08 16:28:40.996577","0.99","18808.90"
1,"2007-04-08 16:36:01.996577","1.99","18810.89"
1,"2007-04-08 16:36:39.996577","5.99","18816.88"
1,"2007-04-08 16:37:38.996577","0.99","18817.87"
1,"2007-04-08 16:46:49.996577","0.99","18818.86"
1,"2007-04-08 16:49:56.996577","0.99","18819.85"
1,"2007-04-08 16:55:54.996577","0.99","18820.84"
1,"2007-04-08 16:56:39.996577","4.99","18825.83"
1,"2007-04-08 16:57:31.996577","0.99","18826.82"
1,"2007-04-08 17:03:00.996577","6.99","18833.81"
1,"2007-04-08 17:07:57.996577","5.99","18839.80"
1,"2007-04-08 17:08:31.996577","1.99","18841.79"
1,"2007-04-08 17:16:04.996577","4.99","18846.78"
1,"2007-04-08 17:20:33.996577","2.99","18849.77"
1,"2007-04-08 17:21:50.996577","6.99","18856.76"
1,"2007-04-08 17:22:33.996577","8.99","18865.75"
1,"2007-04-08 17:25:56.996577","8.99","18874.74"
1,"2007-04-08 17:31:41.996577","0.99","18875.73"
1,"2007-04-08 17:37:30.996577","2.99","18878.72"
1,"2007-04-08 17:42:16.996577","4.99","18883.71"
1,"2007-04-08 17:42:31.996577","4.99","18888.70"
1,"2007-04-08 17:43:11.996577","2.99","18891.69"
1,"2007-04-08 17:48:18.996577","6.99","18898.68"
1,"2007-04-08 17:51:58.996577","0.99","18899.67"
1,"2007-04-08 17:52:04.996577","4.99","18904.66"
1,"2007-04-08 18:03:21.996577","2.99","18907.65"
1,"2007-04-08 18:09:00.996577","0.99","18908.64"
1,"2007-04-08 18:15:24.996577","0.99","18909.63"
1,"2007-04-08 18:17:43.996577","7.99","18917.62"
1,"2007-04-08 18:19:43.996577","4.99","18922.61"
1,"2007-04-08 18:27:40.996577","2.99","18925.60"
1,"2007-04-08 18:32:53.996577","0.99","18926.59"
1,"2007-04-08 18:34:45.996577","3.99","18930.58"
1,"2007-04-08 18:34:51.996577","6.99","18937.57"
1,"2007-04-08 18:48:21.996577","4.99","18942.56"
1,"2007-04-08 18:49:57.996577","2.99","18945.55"
1,"2007-04-08 18:51:41.996577","2.99","18948.54"
1,"2007-04-08 19:00:09.996577","6.99","18955.53"
1,"2007-04-08 19:06:32.996577","4.99","18960.52"
1,"2007-04-08 19:21:53.996577","7.99","18968.51"
1,"2007-04-08 19:27:39.996577","5.99","18974.50"
1,"2007-04-08 19:30:07.996577","4.99","18979.49"
1,"2007-04-08 19:34:10.996577","5.99","18985.48"
1,"2007-04-08 19:35:50.996577","0.99","18986.47"
1,"2007-04-08 19:59:48.996577","2.99","18989.46"
1,"2007-04-08 20:00:56.996577","2.99","18992.45"
1,"2007-04-08 20:10:20.996577","0.99","18993.44"
1,"2007-04-08 20:11:47.996577","4.99","18998.43"
1,"2007-04-08 20:12:26.996577","2.99","19001.42"
1,"2007-04-08 20:23:51.996577","9.99","19011.41"
1,"2007-04-08 20:24:26.996577","3.99","19015.40"
1,"2007-04-08 20:34:01.996577","0.99","19016.39"
1,"2007-04-08 20:34:44.996577","5.99","19022.38"
1,"2007-04-08 20:46:06.996577","2.99","19025.37"
1,"2007-04-08 20:46:55.996577","2.99","19028.36"
1,"2007-04-08 20:49:22.996577","0.99","19029.35"
1,"2007-04-08 20:53:16.996577","3.99","19033.34"
1,"2007-04-08 20:58:25.996577","5.99","19039.33"
1,"2007-04-08 21:01:19.996577","0.99","19040.32"
1,"2007-04-08 21:03:56.996577","7.99","19048.31"
1,"2007-04-08 21:11:13.996577","1.99","19050.30"
1,"2007-04-08 21:11:31.996577","4.99","19055.29"
1,"2007-04-08 21:14:49.996577","7.99","19063.28"
1,"2007-04-08 21:25:36.996577","4.99","19068.27"
1,"2007-04-08 21:26:33.996577","2.99","19071.26"
1,"2007-04-08 21:28:33.996577","0.99","19072.25"
1,"2007-04-08 21:48:18.996577","8.99","19081.24"
1,"2007-04-08 21:50:49.996577","0.99","19082.23"
1,"2007-04-08 22:04:19.996577","4.99","19087.22"
1,"2007-04-08 22:07:06.996577","4.99","19092.21"
1,"2007-04-08 22:15:04.996577","2.99","19095.20"
1,"2007-04-08 22:15:23.996577","5.99","19101.19"
1,"2007-04-08 22:15:51.996577","0.99","19102.18"
1,"2007-04-08 22:17:45.996577","5.99","19108.17"
1,"2007-04-08 22:22:55.996577","8.99","19117.16"
1,"2007-04-08 22:26:44.996577","4.99","19122.15"
1,"2007-04-08 22:29:02.996577","4.99","19127.14"
1,"2007-04-08 22:31:12.996577","2.99","19130.13"
1,"2007-04-08 22:31:56.996577","4.99","19135.12"
1,"2007-04-08 22:44:16.996577","0.99","19136.11"
1,"2007-04-08 22:50:28.996577","7.99","19144.10"
1,"2007-04-08 22:53:00.996577","4.99","19149.09"
1,"2007-04-08 23:15:22.996577","3.99","19153.08"
1,"2007-04-08 23:18:03.996577","4.99","19158.07"
1,"2007-04-08 23:18:13.996577","2.99","19161.06"
1,"2007-04-08 23:28:12.996577","0.99","19162.05"
1,"2007-04-08 23:34:29.996577","6.99","19169.04"
1,"2007-04-08 23:45:34.996577","4.99","19174.03"
1,"2007-04-08 23:49:16.996577","4.99","19179.02"
1,"2007-04-08 23:50:10.996577","3.99","19183.01"
1,"2007-04-09 00:00:43.996577","5.99","19189.00"
1,"2007-04-09 00:13:06.996577","4.99","19193.99"
1,"2007-04-09 00:15:11.996577","2.99","19196.98"
1,"2007-04-09 00:22:50.996577","2.99","19199.97"
1,"2007-04-09 00:26:23.996577","4.99","19204.96"
1,"2007-04-09 00:29:31.996577","2.99","19207.95"
1,"2007-04-09 00:32:58.996577","2.99","19210.94"
1,"2007-04-09 00:39:20.996577","2.99","19213.93"
1,"2007-04-09 00:53:38.996577","4.99","19218.92"
1,"2007-04-09 01:01:00.996577","2.99","19221.91"
1,"2007-04-09 01:01:03.996577","2.99","19224.90"
1,"2007-04-09 01:04:09.996577","4.99","19229.89"
1,"2007-04-09 01:05:03.996577","5.99","19235.88"
1,"2007-04-09 01:16:41.996577","4.99","19240.87"
1,"2007-04-09 01:27:07.996577","5.99","19246.86"
1,"2007-04-09 01:41:18.996577","7.99","19254.85"
1,"2007-04-09 01:43:11.996577","7.99","19262.84"
1,"2007-04-09 01:53:44.996577","1.99","19264.83"
1,"2007-04-09 02:01:58.996577","4.99","19269.82"
1,"2007-04-09 02:03:23.996577","3.99","19273.81"
1,"2007-04-09 02:23:04.996577","2.99","19276.80"
1,"2007-04-09 02:26:19.996577","4.99","19281.79"
1,"2007-04-09 02:28:09.996577","2.99","19284.78"
1,"2007-04-09 02:48:55.996577","4.99","19289.77"
1,"2007-04-09 02:49:01.996577","5.99","19295.76"
1,"2007-04-09 02:56:27.996577","1.99","19297.75"
1,"2007-04-09 02:56:29.996577","4.99","19302.74"
1,"2007-04-09 02:59:16.996577","0.99","19303.73"
1,"2007-04-09 03:07:17.996577","6.99","19310.72"
1,"2007-04-09 03:10:26.996577","0.99","19311.71"
1,"2007-04-09 03:17:16.996577","2.99","19314.70"
1,"2007-04-09 03:21:01.996577","4.99","19319.69"
1,"2007-04-09 03:24:56.996577","1.99","19321.68"
1,"2007-04-09 03:26:52.996577","4.99","19326.67"
1,"2007-04-09 03:29:05.996577","0.99","19327.66"
1,"2007-04-09 03:30:24.996577","3.99","19331.65"
1,"2007-04-09 03:34:50.996577","0.99","19332.64"
1,"2007-04-09 03:41:48.996577","3.99","19336.63"
1,"2007-04-09 03:46:27.996577","3.99","19340.62"
1,"2007-04-09 03:48:50.996577","1.99","19342.61"
1,"2007-04-09 03:49:06.996577","9.99","19352.60"
1,"2007-04-09 04:01:53.996577","7.99","19360.59"
1,"2007-04-09 04:12:54.996577","0.99","19361.58"
1,"2007-04-09 04:14:06.996577","4.99","19366.57"
1,"2007-04-09 04:21:20.996577","2.99","19369.56"
1,"2007-04-09 04:27:38.996577","0.99","19370.55"
1,"2007-04-09 04:28:13.996577","10.99","19381.54"
1,"2007-04-09 04:36:49.996577","2.99","19384.53"
1,"2007-04-09 04:42:56.996577","4.99","19389.52"
1,"2007-04-09 04:49:55.996577","0.99","19390.51"
1,"2007-04-09 05:05:33.996577","0.99","19391.50"
1,"2007-04-09 05:07:25.996577","2.99","19394.49"
1,"2007-04-09 05:08:50.996577","2.99","19397.48"
1,"2007-04-09 05:12:56.996577","9.99","19407.47"
1,"2007-04-09 05:17:15.996577","4.99","19412.46"
1,"2007-04-09 05:25:51.996577","2.99","19415.45"
1,"2007-04-09 05:34:44.996577","0.99","19416.44"
1,"2007-04-09 05:35:31.996577","3.99","19420.43"
1,"2007-04-09 05:35:44.996577","6.99","19427.42"
1,"2007-04-09 05:39:48.996577","2.99","19430.41"
1,"2007-04-09 05:42:44.996577","6.99","19437.40"
1,"2007-04-09 05:42:49.996577","5.99","19443.39"
1,"2007-04-09 05:48:01.996577","3.99","19447.38"
1,"2007-04-09 05:53:45.996577","4.99","19452.37"
1,"2007-04-09 05:54:13.996577","0.99","19453.36"
1,"2007-04-09 05:54:20.996577","1.99","19455.35"
1,"2007-04-09 06:08:58.996577","5.99","19461.34"
1,"2007-04-09 06:11:48.996577","0.99","19462.33"
1,"2007-04-09 06:33:25.996577","4.99","19467.32"
1,"2007-04-09 06:33:40.996577","8.99","19476.31"
1,"2007-04-09 06:33:49.996577","4.99","19481.30"
1,"2007-04-09 06:46:07.996577","5.99","19487.29"
1,"2007-04-09 06:57:06.996577","3.99","19491.28"
1,"2007-04-09 06:59:29.996577","2.99","19494.27"
1,"2007-04-09 07:03:10.996577","2.99","19497.26"
1,"2007-04-09 07:20:38.996577","2.99","19500.25"
1,"2007-04-09 07:26:22.996577","6.99","19507.24"
1,"2007-04-09 07:28:37.996577","4.99","19512.23"
1,"2007-04-09 07:37:19.996577","0.99","19513.22"
1,"2007-04-09 07:47:09.996577","1.99","19515.21"
1,"2007-04-09 07:48:27.996577","4.99","19520.20"
1,"2007-04-09 07:55:21.996577","4.99","19525.19"
1,"2007-04-09 08:00:25.996577","0.99","19526.18"
1,"2007-04-09 08:02:54.996577","3.99","19530.17"
1,"2007-04-09 08:07:57.996577","5.99","19536.16"
1,"2007-04-09 08:11:47.996577","1.99","19538.15"
1,"2007-04-09 08:28:18.996577","4.99","19543.14"
1,"2007-04-09 08:29:10.996577","2.99","19546.13"
1,"2007-04-09 08:35:19.996577","2.99","19549.12"
1,"2007-04-09 08:35:53.996577","6.99","19556.11"
1,"2007-04-09 08:43:00.996577","4.99","19561.10"
1,"2007-04-09 08:50:57.996577","4.99","19566.09"
1,"2007-04-09 08:55:14.996577","0.99","19567.08"
1,"2007-04-09 08:55:35.996577","4.99","19572.07"
1,"2007-04-09 08:56:44.996577","2.99","19575.06"
1,"2007-04-09 09:20:35.996577","2.99","19578.05"
1,"2007-04-09 09:21:19.996577","1.99","19580.04"
1,"2007-04-09 09:22:40.996577","2.99","19583.03"
1,"2007-04-09 09:39:27.996577","7.99","19591.02"
1,"2007-04-09 09:44:10.996577","3.99","19595.01"
1,"2007-04-09 09:52:45.996577","4.99","19600.00"
1,"2007-04-09 09:55:16.996577","0.99","19600.99"
1,"2007-04-09 10:08:09.996577","7.99","19608.98"
1,"2007-04-09 10:25:16.996577","5.99","19614.97"
1,"2007-04-09 10:25:38.996577","0.99","19615.96"
1,"2007-04-09 10:30:49.996577","5.99","19621.95"
1,"2007-04-09 10:39:10.996577","0.99","19622.94"
1,"2007-04-09 10:45:05.996577","4.99","19627.93"
1,"2007-04-09 10:54:27.996577","4.99","19632.92"
1,"2007-04-09 10:58:44.996577","4.99","19637.91"
1,"2007-04-09 10:58:49.996577","2.99","19640.90"
1,"2007-04-09 11:03:28.996577","0.99","19641.89"
1,"2007-04-09 11:03:34.996577","1.99","19643.88"
1,"2007-04-09 11:12:52.996577","4.99","19648.87"
1,"2007-04-09 11:25:24.996577","0.99","19649.86"
1,"2007-04-09 11:41:01.996577","4.99","19654.85"
1,"2007-04-09 11:43:14.996577","0.99","19655.84"
1,"2007-04-09 11:52:33.996577","4.99","19660.83"
1,"2007-04-09 11:52:40.996577","4.99","19665.82"
1,"2007-04-09 11:54:54.996577","2.99","19668.81"
1,"2007-04-09 12:02:19.996577","0.99","19669.80"
1,"2007-04-09 12:04:36.996577","0.99","19670.79"
1,"2007-04-09 12:09:10.996577","0.99","19671.78"
1,"2007-04-09 12:09:43.996577","7.99","19679.77"
1,"2007-04-09 12:19:34.996577","5.99","19685.76"
1,"2007-04-09 12:24:11.996577","7.99","19693.75"
1,"2007-04-09 12:25:22.996577","0.99","19694.74"
1,"2007-04-09 12:31:16.996577","4.99","19699.73"
1,"2007-04-09 12:39:54.996577","0.99","19700.72"
1,"2007-04-09 12:46:06.996577","3.99","19704.71"
1,"2007-04-09 12:51:09.996577","0.99","19705.70"
1,"2007-04-09 12:52:12.996577","2.99","19708.69"
1,"2007-04-09 12:59:50.996577","2.99","19711.68"
1,"2007-04-09 13:02:44.996577","4.99","19716.67"
1,"2007-04-09 13:03:39.996577","2.99","19719.66"
1,"2007-04-09 13:09:08.996577","1.99","19721.65"
1,"2007-04-09 13:23:33.996577","0.99","19722.64"
1,"2007-04-09 13:29:49.996577","2.99","19725.63"
1,"2007-04-09 13:39:10.996577","2.99","19728.62"
1,"2007-04-09 13:40:07.996577","2.99","19731.61"
1,"2007-04-09 13:40:20.996577","6.99","19738.60"
1,"2007-04-09 13:42:34.996577","0.99","19739.59"
1,"2007-04-09 13:43:28.996577","2.99","19742.58"
1,"2007-04-09 13:52:08.996577","6.99","19749.57"
1,"2007-04-09 14:00:55.996577","2.99","19752.56"
1,"2007-04-09 14:04:43.996577","10.99","19763.55"
1,"2007-04-09 14:06:35.996577","3.99","19767.54"
1,"2007-04-09 14:09:12.996577","2.99","19770.53"
1,"2007-04-09 14:10:36.996577","3.99","19774.52"
1,"2007-04-09 14:11:02.996577","4.99","19779.51"
1,"2007-04-09 14:12:35.996577","2.99","19782.50"
1,"2007-04-09 14:25:41.996577","9.99","19792.49"
1,"2007-04-09 14:27:04.996577","0.99","19793.48"
1,"2007-04-09 14:28:42.996577","4.99","19798.47"
1,"2007-04-09 14:29:00.996577","0.99","19799.46"
1,"2007-04-09 14:33:54.996577","2.99","19802.45"
1,"2007-04-09 14:37:45.996577","4.99","19807.44"
1,"2007-04-09 14:51:58.996577","4.99","19812.43"
1,"2007-04-09 14:56:39.996577","6.99","19819.42"
1,"2007-04-09 15:06:27.996577","4.99","19824.41"
1,"2007-04-09 15:16:55.996577","6.99","19831.40"
1,"2007-04-09 15:22:32.996577","4.99","19836.39"
1,"2007-04-09 15:28:39.996577","4.99","19841.38"
1,"2007-04-09 15:29:15.996577","4.99","19846.37"
1,"2007-04-09 15:29:34.996577","2.99","19849.36"
1,"2007-04-09 15:32:16.996577","3.99","19853.35"
1,"2007-04-09 15:35:33.996577","2.99","19856.34"
1,"2007-04-09 15:40:01.996577","6.99","19863.33"
1,"2007-04-09 15:52:09.996577","3.99","19867.32"
1,"2007-04-09 15:56:44.996577","4.99","19872.31"
1,"2007-04-09 16:02:37.996577","4.99","19877.30"
1,"2007-04-09 16:09:18.996577","4.99","19882.29"
1,"2007-04-09 16:23:24.996577","2.99","19885.28"
1,"2007-04-09 16:32:59.996577","4.99","19890.27"
1,"2007-04-09 16:43:58.996577","9.99","19900.26"
1,"2007-04-09 16:55:26.996577","0.99","19901.25"
1,"2007-04-09 17:07:41.996577","3.99","19905.24"
1,"2007-04-09 17:10:42.996577","4.99","19910.23"
1,"2007-04-09 17:11:45.996577","2.99","19913.22"
1,"2007-04-09 17:16:14.996577","4.99","19918.21"
1,"2007-04-09 17:17:05.996577","4.99","19923.20"
1,"2007-04-09 17:17:23.996577","4.99","19928.19"
1,"2007-04-09 17:22:34.996577","1.99","19930.18"
1,"2007-04-09 17:32:56.996577","4.99","19935.17"
1,"2007-04-09 17:34:22.996577","0.99","19936.16"
1,"2007-04-09 17:42:58.996577","4.99","19941.15"
1,"2007-04-09 17:46:37.996577","2.99","19944.14"
1,"2007-04-09 17:54:11.996577","2.99","19947.13"
1,"2007-04-09 17:54:48.996577","6.99","19954.12"
1,"2007-04-09 17:57:00.996577","2.99","19957.11"
1,"2007-04-09 18:11:03.996577","4.99","19962.10"
1,"2007-04-09 18:25:06.996577","2.99","19965.09"
1,"2007-04-09 18:27:36.996577","4.99","19970.08"
1,"2007-04-09 18:30:24.996577","4.99","19975.07"
1,"2007-04-09 18:35:35.996577","0.99","19976.06"
1,"2007-04-09 18:39:09.996577","2.99","19979.05"
1,"2007-04-09 18:40:15.996577","7.99","19987.04"
1,"2007-04-09 18:41:49.996577","0.99","19988.03"
1,"2007-04-09 18:44:33.996577","0.99","19989.02"
1,"2007-04-09 18:52:04.996577","2.99","19992.01"
1,"2007-04-09 18:52:18.996577","2.99","19995.00"
1,"2007-04-09 18:57:08.996577","4.99","19999.99"
1,"2007-04-09 19:02:35.996577","4.99","20004.98"
1,"2007-04-09 19:10:01.996577","0.99","20005.97"
1,"2007-04-09 19:16:02.996577","2.99","20008.96"
1,"2007-04-09 19:17:38.996577","0.99","20009.95"
1,"2007-04-09 19:24:13.996577","0.99","20010.94"
1,"2007-04-09 19:27:35.996577","0.99","20011.93"
1,"2007-04-09 19:30:52.996577","5.99","20017.92"
1,"2007-04-09 19:41:16.996577","4.99","20022.91"
1,"2007-04-09 19:42:29.996577","4.99","20027.90"
1,"2007-04-09 19:49:37.996577","0.99","20028.89"
1,"2007-04-09 19:49:51.996577","0.99","20029.88"
1,"2007-04-09 19:50:26.996577","4.99","20034.87"
1,"2007-04-09 20:00:55.996577","2.99","20037.86"
1,"2007-04-09 20:02:58.996577","4.99","20042.85"
1,"2007-04-09 20:13:43.996577","0.99","20043.84"
1,"2007-04-09 20:20:31.996577","8.99","20052.83"
1,"2007-04-09 20:24:35.996577","3.99","20056.82"
1,"2007-04-09 20:27:23.996577","0.99","20057.81"
1,"2007-04-09 20:28:07.996577","0.99","20058.80"
1,"2007-04-09 20:39:40.996577","0.99","20059.79"
1,"2007-04-09 20:40:27.996577","5.99","20065.78"
1,"2007-04-09 20:41:51.996577","4.99","20070.77"
1,"2007-04-09 20:50:36.996577","4.99","20075.76"
1,"2007-04-09 21:12:22.996577","0.99","20076.75"
1,"2007-04-09 21:25:19.996577","0.99","20077.74"
1,"2007-04-09 21:25:28.996577","4.99","20082.73"
1,"2007-04-09 21:31:47.996577","4.99","20087.72"
1,"2007-04-09 21:34:35.996577","0.99","20088.71"
1,"2007-04-09 21:39:15.996577","5.99","20094.70"
1,"2007-04-09 21:45:06.996577","4.99","20099.69"
1,"2007-04-09 21:47:37.996577","7.99","20107.68"
1,"2007-04-09 22:12:15.996577","6.99","20114.67"
1,"2007-04-09 22:13:41.996577","5.99","20120.66"
1,"2007-04-09 22:15:59.996577","2.99","20123.65"
1,"2007-04-09 22:20:23.996577","0.99","20124.64"
1,"2007-04-09 22:22:35.996577","2.99","20127.63"
1,"2007-04-09 22:26:10.996577","2.99","20130.62"
1,"2007-04-09 22:30:32.996577","2.99","20133.61"
1,"2007-04-09 22:38:11.996577","2.99","20136.60"
1,"2007-04-09 22:39:35.996577","3.99","20140.59"
1,"2007-04-09 22:43:26.996577","6.99","20147.58"
1,"2007-04-09 22:45:20.996577","6.99","20154.57"
1,"2007-04-09 22:56:43.996577","0.99","20155.56"
1,"2007-04-09 23:02:14.996577","6.99","20162.55"
1,"2007-04-09 23:02:41.996577","0.99","20163.54"
1,"2007-04-09 23:05:04.996577","6.99","20170.53"
1,"2007-04-09 23:07:14.996577","2.99","20173.52"
1,"2007-04-09 23:17:30.996577","0.99","20174.51"
1,"2007-04-09 23:34:07.996577","0.99","20175.50"
1,"2007-04-09 23:42:18.996577","4.99","20180.49"
1,"2007-04-09 23:46:58.996577","0.99","20181.48"
1,"2007-04-09 23:59:48.996577","2.99","20184.47"
1,"2007-04-10 00:17:50.996577","0.99","20185.46"
1,"2007-04-10 00:34:27.996577","2.99","20188.45"
1,"2007-04-10 00:39:39.996577","2.99","20191.44"
1,"2007-04-10 00:42:15.996577","2.99","20194.43"
1,"2007-04-10 00:56:08.996577","4.99","20199.42"
1,"2007-04-10 00:58:08.996577","0.99","20200.41"
1,"2007-04-10 01:04:07.996577","0.99","20201.40"
1,"2007-04-10 01:12:47.996577","0.99","20202.39"
1,"2007-04-10 01:12:53.996577","0.99","20203.38"
1,"2007-04-10 01:16:29.996577","8.99","20212.37"
1,"2007-04-10 01:18:55.996577","3.99","20216.36"
1,"2007-04-10 01:25:11.996577","0.99","20217.35"
1,"2007-04-10 01:27:01.996577","5.99","20223.34"
1,"2007-04-10 01:29:35.996577","3.99","20227.33"
1,"2007-04-10 01:29:45.996577","0.99","20228.32"
1,"2007-04-10 01:32:01.996577","0.99","20229.31"
1,"2007-04-10 01:37:21.996577","2.99","20232.30"
1,"2007-04-10 01:40:34.996577","0.99","20233.29"
1,"2007-04-10 01:41:33.996577","5.99","20239.28"
1,"2007-04-10 01:41:50.996577","5.99","20245.27"
1,"2007-04-10 01:51:31.996577","5.99","20251.26"
1,"2007-04-10 01:58:14.996577","7.99","20259.25"
1,"2007-04-10 01:58:43.996577","2.99","20262.24"
1,"2007-04-10 02:05:12.996577","2.99","20265.23"
1,"2007-04-10 02:05:22.996577","0.99","20266.22"
1,"2007-04-10 02:15:13.996577","6.99","20273.21"
1,"2007-04-10 02:17:26.996577","0.99","20274.20"
1,"2007-04-10 02:19:13.996577","4.99","20279.19"
1,"2007-04-10 02:23:04.996577","10.99","20290.18"
1,"2007-04-10 02:27:06.996577","4.99","20295.17"
1,"2007-04-10 02:28:57.996577","1.99","20297.16"
1,"2007-04-10 02:44:09.996577","6.99","20304.15"
1,"2007-04-10 02:45:51.996577","5.99","20310.14"
1,"2007-04-10 02:49:36.996577","0.99","20311.13"
1,"2007-04-10 02:51:24.996577","4.99","20316.12"
1,"2007-04-10 03:01:39.996577","3.99","20320.11"
1,"2007-04-10 03:02:11.996577","4.99","20325.10"
1,"2007-04-10 03:11:40.996577","0.99","20326.09"
1,"2007-04-10 03:20:30.996577","4.99","20331.08"
1,"2007-04-10 03:24:11.996577","1.99","20333.07"
1,"2007-04-10 03:25:21.996577","0.99","20334.06"
1,"2007-04-10 03:30:48.996577","4.99","20339.05"
1,"2007-04-10 03:35:11.996577","2.99","20342.04"
1,"2007-04-10 03:36:21.996577","4.99","20347.03"
1,"2007-04-10 03:36:36.996577","2.99","20350.02"
1,"2007-04-10 03:36:52.996577","4.99","20355.01"
1,"2007-04-10 03:38:12.996577","0.99","20356.00"
1,"2007-04-10 03:38:18.996577","2.99","20358.99"
1,"2007-04-10 03:42:09.996577","3.99","20362.98"
1,"2007-04-10 03:43:38.996577","3.99","20366.97"
1,"2007-04-10 03:47:17.996577","3.99","20370.96"
1,"2007-04-10 03:49:37.996577","5.99","20376.95"
1,"2007-04-10 03:57:16.996577","0.99","20377.94"
1,"2007-04-10 03:57:24.996577","5.99","20383.93"
1,"2007-04-10 03:57:59.996577","2.99","20386.92"
1,"2007-04-10 04:02:36.996577","5.99","20392.91"
1,"2007-04-10 04:08:03.996577","0.99","20393.90"
1,"2007-04-10 04:10:04.996577","2.99","20396.89"
1,"2007-04-10 04:12:28.996577","2.99","20399.88"
1,"2007-04-10 04:19:38.996577","3.99","20403.87"
1,"2007-04-10 04:25:06.996577","3.99","20407.86"
1,"2007-04-10 04:30:51.996577","0.99","20408.85"
1,"2007-04-10 04:36:40.996577","2.99","20411.84"
1,"2007-04-10 04:44:11.996577","1.99","20413.83"
1,"2007-04-10 04:45:32.996577","3.99","20417.82"
1,"2007-04-10 04:54:14.996577","3.99","20421.81"
1,"2007-04-10 04:59:50.996577","2.99","20424.80"
1,"2007-04-10 05:00:03.996577","0.99","20425.79"
1,"2007-04-10 05:06:26.996577","2.99","20428.78"
1,"2007-04-10 05:14:34.996577","2.99","20431.77"
